BioMedGraphica_Conn_ID,BioMedGraphica_ID,NCBI_Gene_ID,Ensembl_Gene_ID_Version,Gene_Start,Gene_End,Chromosome,Gene_Type,Ensembl_Gene_ID,HGNC_ID,Gene_Name,RefSeq_ID,OMIM_ID,HGNC_Symbol
BMGC_GN04064,BMG_GN005062,100420734,ENSG00000213731.2,74423435,74424014,10,processed_pseudogene,ENSG00000213731,HGNC:45104,"RAB5C, member RAS oncogene family pseudogene 1",,,RAB5CP1
BMGC_GN04065,BMG_GN005063,100420737,ENSG00000224697.1,54599678,54600683,10,processed_pseudogene,ENSG00000224697,HGNC:45030,neurofilament medium pseudogene 1,,,NEFMP1
BMGC_GN04066,BMG_GN005064,100420738,ENSG00000243116.1,159721524,159722401,3,processed_pseudogene,ENSG00000243116,HGNC:56567,C9orf78 pseudogene 1,,,C9orf78P1
BMGC_GN04067,BMG_GN005065,100420742,ENSG00000275716.1,100093311,100093768,6,processed_pseudogene,ENSG00000275716,,tetratricopeptide repeat domain 22 pseudogene,,,LOC100420742
BMGC_GN04068,BMG_GN005066,100420746,ENSG00000253499.2,114318400,114318911,8,transcribed_processed_pseudogene,ENSG00000253499,,NADH:ubiquinone oxidoreductase complex assembly factor 7 pseudogene,,,LOC100420746
BMGC_GN04069,BMG_GN005067,100420752,ENSG00000265182.1,49495147,49496896,18,processed_pseudogene,ENSG00000265182,HGNC:31095,signal recognition particle 72 pseudogene 1,,,SRP72P1
BMGC_GN04070,BMG_GN005068,100420754,ENSG00000236610.1,86216785,86217733,7,processed_pseudogene,ENSG00000236610,HGNC:44597,suppressor of cytokine signaling 5 pseudogene 1,,,SOCS5P1
BMGC_GN04071,BMG_GN005069,100420758,ENSG00000213018.2,71420083,71420514,X,processed_pseudogene,ENSG00000213018,HGNC:54988,PABPN1 pseudogene 1,,,PABPN1P1
BMGC_GN04072,BMG_GN005070,100420759,ENSG00000215120.2,71527814,71530225,X,processed_pseudogene,ENSG00000215120,HGNC:54990,SOCS6 pseudogene 1,,,SOCS6P1
BMGC_GN04073,BMG_GN005071,100420760,ENSG00000270268.1,79369364,79370165,X,processed_pseudogene,ENSG00000270268,HGNC:55002,CORO1C pseudogene 1,,,CORO1CP1
BMGC_GN04074,BMG_GN005072,100420763,ENSG00000258722.2,21110295,21113472,14,processed_pseudogene,ENSG00000258722,HGNC:49923,cytoskeleton associated protein 2 pseudogene 1,,,CKAP2P1
BMGC_GN04075,BMG_GN005073,100420765,ENSG00000258505.1,42608868,42609577,14,transcribed_processed_pseudogene,ENSG00000258505,,leucine rich pentatricopeptide repeat containing pseudogene,,,LOC100420765
BMGC_GN04076,BMG_GN005074,100420770,ENSG00000270846.1,27896116,27897195,2,processed_pseudogene,ENSG00000270846,HGNC:54725,MYG1 pseudogene 1,,,MYG1P1
BMGC_GN04077,BMG_GN005075,100420772,ENSG00000236440.1,140683360,140683888,2,processed_pseudogene,ENSG00000236440,HGNC:54677,COPRS pseudogene 1,,,COPRSP1
BMGC_GN04078,BMG_GN005076,100420775,ENSG00000271074.1,211104934,211105732,2,processed_pseudogene,ENSG00000271074,,5'-nucleotidase domain containing 2 pseudogene,,,LOC100420775
BMGC_GN04079,BMG_GN005078,100420777,ENSG00000287276.2,42752755,42762748,9,transcribed_unprocessed_pseudogene,ENSG00000287276,HGNC:49585,CNTNAP3 pseudogene 7,,,CNTNAP3P7
BMGC_GN04080,BMG_GN005079,100420778,ENSG00000276832.3,41341000,41342041,9,transcribed_unprocessed_pseudogene,ENSG00000276832,HGNC:54914,CDRT15 pseudogene 6,,,CDRT15P6
BMGC_GN04081,BMG_GN005080,100420784,ENSG00000230804.2,40121962,40122540,9,transcribed_unprocessed_pseudogene,ENSG00000230804,HGNC:50418,CDRT15 pseudogene 14,,,CDRT15P14
BMGC_GN04082,BMG_GN005082,100420786,ENSG00000278213.1,62559839,62569907,9,transcribed_unprocessed_pseudogene,ENSG00000278213,HGNC:49588,CNTNAP3 pseudogene 5,,,CNTNAP3P5
BMGC_GN04083,BMG_GN005083,100420787,ENSG00000273509.1,62924911,62934964,9,transcribed_unprocessed_pseudogene,ENSG00000273509,HGNC:49591,CNTNAP3 pseudogene 1,,,CNTNAP3P1
BMGC_GN04084,BMG_GN005084,100420788,ENSG00000268951.1,63719864,63720441,9,processed_pseudogene,ENSG00000268951,HGNC:54915,CDRT15 pseudogene 7,,,CDRT15P7
BMGC_GN04085,BMG_GN005085,100420789,ENSG00000233765.1,66253424,66254464,9,transcribed_unprocessed_pseudogene,ENSG00000233765,HGNC:54919,CDRT15 pseudogene 12,,,CDRT15P12
BMGC_GN04086,BMG_GN005086,100420790,ENSG00000271166.1,71804283,71804826,9,processed_pseudogene,ENSG00000271166,,glucosamine-6-phosphate deaminase 2 pseudogene,,,LOC100420790
BMGC_GN04087,BMG_GN005087,100420792,ENSG00000255892.1,18358443,18358967,12,processed_pseudogene,ENSG00000255892,HGNC:49866,Nedd4 family interacting protein 1 pseudogene 1,,,NDFIP1P1
BMGC_GN04088,BMG_GN005088,100420798,ENSG00000255875.2,52809824,52810708,19,processed_pseudogene,ENSG00000255875,HGNC:54989,PABPN1 pseudogene 2,,,PABPN1P2
BMGC_GN04089,BMG_GN005089,100420800,ENSG00000254629.1,83789977,83791578,11,processed_pseudogene,ENSG00000254629,,suppressor of cytokine signaling 6 pseudogene,,,LOC100420800
BMGC_GN04090,BMG_GN005090,100420801,ENSG00000255653.1,95011858,95012532,11,unprocessed_pseudogene,ENSG00000255653,,lysine demethylase 4D pseudogene,,,LOC100420801
BMGC_GN04091,BMG_GN005091,100420802,ENSG00000274486.1,95030549,95031245,11,unprocessed_pseudogene,ENSG00000274486,,lysine demethylase 4D pseudogene,,,LOC100420802
BMGC_GN04092,BMG_GN005092,100420803,ENSG00000277984.1,95057282,95057984,11,unprocessed_pseudogene,ENSG00000277984,,lysine demethylase 4D pseudogene,,,LOC100420803
BMGC_GN04093,BMG_GN005093,100420811,ENSG00000273693.1,11085476,11086061,Y,processed_pseudogene,ENSG00000273693,HGNC:38413,CDRT15 pseudogene 10,,,CDRT15P10
BMGC_GN04094,BMG_GN005094,100420818,ENSG00000271977.1,3915187,3924274,4,transcribed_unprocessed_pseudogene,ENSG00000271977,HGNC:55736,EVA1C pseudogene 2,,,EVA1CP2
BMGC_GN04095,BMG_GN005095,100420821,ENSG00000249563.1,9733370,9742361,4,transcribed_unprocessed_pseudogene,ENSG00000249563,HGNC:55735,EVA1C pseudogene 1,,,EVA1CP1
BMGC_GN04096,BMG_GN005097,100420829,ENSG00000214695.3,79860573,79861806,10,processed_pseudogene,ENSG00000214695,HGNC:45019,nuclear pore associated protein 1 pseudogene 2,,,NPAP1P2
BMGC_GN04097,BMG_GN005098,100420830,ENSG00000237740.1,87376896,87378481,10,processed_pseudogene,ENSG00000237740,HGNC:45020,nuclear pore associated protein 1 pseudogene 3,,,NPAP1P3
BMGC_GN04098,BMG_GN005099,100420831,ENSG00000244144.1,112185480,112185998,3,processed_pseudogene,ENSG00000244144,HGNC:56475,INAVA pseudogene 1,,,INAVAP1
BMGC_GN04099,BMG_GN005100,100420832,ENSG00000249098.1,130918226,130919120,3,processed_pseudogene,ENSG00000249098,HGNC:56524,CSRP2 pseudogene 2,,,CSRP2P2
BMGC_GN04100,BMG_GN005101,100420833,ENSG00000277241.1,177700346,177701072,3,processed_pseudogene,ENSG00000277241,HGNC:37949,fibroblast growth factor receptor 3 pseudogene 4,,,FGFR3P4
BMGC_GN04101,BMG_GN005102,100420834,ENSG00000242195.1,83937045,83938236,3,processed_pseudogene,ENSG00000242195,HGNC:38163,serine/arginine repetitive matrix 1 pseudogene 2,,,SRRM1P2
BMGC_GN04102,BMG_GN005103,100420839,ENSG00000218631.1,157372556,157373171,6,transcribed_processed_pseudogene,ENSG00000218631,,chromosome 18 open reading frame 21 pseudogene,,,LOC100420839
BMGC_GN04103,BMG_GN005104,100420841,ENSG00000271108.1,25248263,25248779,6,processed_pseudogene,ENSG00000271108,HGNC:49055,katanin regulatory subunit B1 like 1 pseudogene 5,,,KATNBL1P5
BMGC_GN04104,BMG_GN005105,100420843,ENSG00000232422.1,72986313,72987750,6,processed_pseudogene,ENSG00000232422,HGNC:48922,lysine rich nucleolar protein 1 pseudogene 4,,,KNOP1P4
BMGC_GN04105,BMG_GN005106,100420845,ENSG00000254189.1,83099976,83100846,8,processed_pseudogene,ENSG00000254189,,solute carrier family 25 member 43 pseudogene,,,LOC100420845
BMGC_GN04106,BMG_GN005107,100420848,ENSG00000263368.1,27526386,27527223,17,transcribed_processed_pseudogene,ENSG00000263368,HGNC:55780,MSANTD3 pseudogene 1,,,MSANTD3P1
BMGC_GN04107,BMG_GN005108,100420854,ENSG00000266537.1,59174983,59181787,17,transcribed_unprocessed_pseudogene,ENSG00000266537,HGNC:51518,"speedy/RINGO cell cycle regulator family member E22, pseudogene",,,SPDYE22P
BMGC_GN04108,BMG_GN005109,100420859,ENSG00000260480.1,35352482,35353022,16,processed_pseudogene,ENSG00000260480,HGNC:51803,chromosome 2 open reading frame 69 pseudogene 4,,,C2orf69P4
BMGC_GN04109,BMG_GN005110,100420863,ENSG00000243531.1,6900424,6900623,7,processed_pseudogene,ENSG00000243531,HGNC:55737,EVA1C pseudogene 3,,,EVA1CP3
BMGC_GN04110,BMG_GN005111,100420864,ENSG00000205898.3,125159974,125160547,7,processed_pseudogene,ENSG00000205898,,chromosome 11 open reading frame 58 pseudogene,,,LOC100420864
BMGC_GN04111,BMG_GN005112,100420869,ENSG00000233585.3,48775993,48776970,X,transcribed_processed_pseudogene,ENSG00000233585,HGNC:55880,ACAA2 pseudogene 1,,,ACAA2P1
BMGC_GN04112,BMG_GN005113,100420872,ENSG00000270583.1,95720243,95721144,X,processed_pseudogene,ENSG00000270583,,ribosome binding factor A (putative) pseudogene,,,LOC100420872
BMGC_GN04113,BMG_GN005114,100420875,ENSG00000233040.2,197746751,197747451,1,processed_pseudogene,ENSG00000233040,HGNC:42011,"family with sequence similarity 204 member B, pseudogene",,,FAM204BP
BMGC_GN04114,BMG_GN005115,100420877,ENSG00000226148.1,202796030,202797094,1,processed_pseudogene,ENSG00000226148,HGNC:43859,solute carrier family 25 member 39 pseudogene 1,,,SLC25A39P1
BMGC_GN04115,BMG_GN005116,100420879,ENSG00000277704.1,242890247,242890803,1,processed_pseudogene,ENSG00000277704,,chromosome 2 open reading frame 27B pseudogene,,,LOC100420879
BMGC_GN04116,BMG_GN005117,100420880,ENSG00000215796.3,247042791,247044021,1,processed_pseudogene,ENSG00000215796,,DNA primase subunit 1 pseudogene,,,LOC100420880
BMGC_GN04117,BMG_GN005118,100420881,ENSG00000226164.2,247119669,247120278,1,processed_pseudogene,ENSG00000226164,HGNC:37951,fibroblast growth factor receptor 3 pseudogene 6,,,FGFR3P6
BMGC_GN04118,BMG_GN005120,100420888,ENSG00000233872.1,74618856,74620979,2,processed_pseudogene,ENSG00000233872,HGNC:54599,TOR1B pseudogene 1,,,TOR1BP1
BMGC_GN04119,BMG_GN005121,100420889,ENSG00000230395.1,87118534,87120980,2,unprocessed_pseudogene,ENSG00000230395,HGNC:54709,ANAPC1 pseudogene 3,,,ANAPC1P3
BMGC_GN04120,BMG_GN005122,100420890,ENSG00000275597.1,87980714,87992858,2,unprocessed_pseudogene,ENSG00000275597,HGNC:54711,ANAPC1 pseudogene 5,,,ANAPC1P5
BMGC_GN04121,BMG_GN005123,100420892,ENSG00000225496.1,111940302,111941036,2,processed_pseudogene,ENSG00000225496,HGNC:54647,RTRAF pseudogene 1,,,RTRAFP1
BMGC_GN04122,BMG_GN005124,100420893,ENSG00000213083.3,206686517,206687362,2,processed_pseudogene,ENSG00000213083,HGNC:54684,VPS26C pseudogene 1,,,VPS26CP1
BMGC_GN04123,BMG_GN005125,100420898,ENSG00000270429.1,45880950,45882266,12,processed_pseudogene,ENSG00000270429,HGNC:48920,lysine rich nucleolar protein 1 pseudogene 2,,,KNOP1P2
BMGC_GN04124,BMG_GN005126,100420899,ENSG00000255566.1,64442510,64443330,12,processed_pseudogene,ENSG00000255566,,mitochondrial ribosomal protein S25 pseudogene,,,LOC100420899
BMGC_GN04125,BMG_GN005127,100420900,ENSG00000257220.1,78130337,78131004,12,processed_pseudogene,ENSG00000257220,HGNC:52407,peroxiredoxin like 2A pseudogene 1,,,PRXL2AP1
BMGC_GN04126,BMG_GN005128,100420901,ENSG00000257300.1,114097682,114098223,12,processed_pseudogene,ENSG00000257300,HGNC:43766,HAUS augmin like complex subunit 8 pseudogene 1,,,HAUS8P1
BMGC_GN04127,BMG_GN005129,100420907,ENSG00000255147.1,67749043,67756968,11,transcribed_unprocessed_pseudogene,ENSG00000255147,HGNC:55738,EVA1C pseudogene 4,,,EVA1CP4
BMGC_GN04128,BMG_GN005130,100420909,ENSG00000249514.1,91030990,91031307,5,processed_pseudogene,ENSG00000249514,HGNC:52396,LYSET pseudogene 1,,,LYSETP1
BMGC_GN04129,BMG_GN005131,100420910,ENSG00000270706.1,177265580,177266588,5,processed_pseudogene,ENSG00000270706,HGNC:49611,protein arginine methyltransferase 1 pseudogene 1,,,PRMT1P1
BMGC_GN04130,BMG_GN005132,100420911,ENSG00000225165.3,95440044,95440687,5,processed_pseudogene,ENSG00000225165,HGNC:54648,RTRAF pseudogene 2,,,RTRAFP2
BMGC_GN04131,BMG_GN005133,100420916,ENSG00000230902.1,75688556,75689197,13,processed_pseudogene,ENSG00000230902,HGNC:42012,"family with sequence similarity 204 member C, pseudogene",,,FAM204CP
BMGC_GN04132,BMG_GN005134,100420919,ENSG00000271026.1,28067587,28068334,13,processed_pseudogene,ENSG00000271026,HGNC:39724,katanin regulatory subunit B1 like 1 pseudogene 1,,,KATNBL1P1
BMGC_GN04133,BMG_GN005135,100420920,ENSG00000238025.1,42933858,42934892,13,processed_pseudogene,ENSG00000238025,HGNC:39443,zinc finger DHHC-type containing 4 pseudogene 1,,,ZDHHC4P1
BMGC_GN04134,BMG_GN005136,100420921,ENSG00000233273.1,96573659,96574499,13,processed_pseudogene,ENSG00000233273,HGNC:39809,AMMECR1 like pseudogene 1,,,AMMECR1LP1
BMGC_GN04135,BMG_GN005137,100420924,ENSG00000227406.1,39373763,39377066,21,processed_pseudogene,ENSG00000227406,HGNC:39922,ring finger protein 6 pseudogene 1,,,RNF6P1
BMGC_GN04136,BMG_GN005138,100420925,ENSG00000279062.1,10136419,10137004,21,transcribed_unprocessed_pseudogene,ENSG00000279062,HGNC:54916,CDRT15 pseudogene 8,,,CDRT15P8
BMGC_GN04137,BMG_GN005139,100420926,ENSG00000249506.4,16360686,16361826,4,transcribed_processed_pseudogene,ENSG00000249506,HGNC:33346,zinc finger E-box binding homeobox 2 pseudogene 1,,,ZEB2P1
BMGC_GN04138,BMG_GN005140,100420927,ENSG00000249004.1,147458724,147459321,4,processed_pseudogene,ENSG00000249004,HGNC:32524,protein arginine methyltransferase 5 pseudogene 1,,,PRMT5P1
BMGC_GN04139,BMG_GN005141,100420930,ENSG00000278313.1,72604399,72605008,15,unprocessed_pseudogene,ENSG00000278313,,SWI5 recombination repair homolog (yeast) pseudogene,,,LOC100420930
BMGC_GN04140,BMG_GN005142,100420939,ENSG00000231384.1,172680714,172681224,3,processed_pseudogene,ENSG00000231384,HGNC:56578,NAP1L5 pseudogene 1,,,NAP1L5P1
BMGC_GN04141,BMG_GN005143,100420941,ENSG00000284688.1,26477872,26478533,6,transcribed_unprocessed_pseudogene,ENSG00000284688,HGNC:51545,butyrophilin subfamily 1 member A1 pseudogene 1,,,BTN1A1P1
BMGC_GN04142,BMG_GN005144,100420944,ENSG00000253790.1,39997869,39998499,8,processed_pseudogene,ENSG00000253790,,nuclear transcription factor Y subunit beta pseudogene,,,LOC100420944
BMGC_GN04143,BMG_GN005145,100420946,ENSG00000235422.1,2593674,2594913,18,processed_pseudogene,ENSG00000235422,HGNC:49053,katanin regulatory subunit B1 like 1 pseudogene 3,,,KATNBL1P3
BMGC_GN04144,BMG_GN005146,100420950,ENSG00000266946.1,58690356,58692153,18,processed_pseudogene,ENSG00000266946,HGNC:31003,mitochondrial ribosomal protein L37 pseudogene 1,,,MRPL37P1
BMGC_GN04145,BMG_GN005147,100420952,ENSG00000260984.1,35232412,35235984,16,unprocessed_pseudogene,ENSG00000260984,HGNC:37950,fibroblast growth factor receptor 3 pseudogene 5,,,FGFR3P5
BMGC_GN04146,BMG_GN005148,100420957,ENSG00000224314.1,117399452,117400081,X,processed_pseudogene,ENSG00000224314,HGNC:55056,TCERG1 pseudogene 1,,,TCERG1P1
BMGC_GN04147,BMG_GN005149,100420958,ENSG00000234062.11,136958883,137021479,X,transcribed_unprocessed_pseudogene,ENSG00000234062,HGNC:55623,"transmembrane 9 superfamily member 5, pseudogene",,,TM9SF5P
BMGC_GN04148,BMG_GN005150,100420963,ENSG00000258552.1,77173075,77173652,14,processed_pseudogene,ENSG00000258552,HGNC:42013,"family with sequence similarity 204 member D, pseudogene",,,FAM204DP
BMGC_GN04149,BMG_GN005151,100420968,ENSG00000229560.1,82268427,82269927,2,processed_pseudogene,ENSG00000229560,HGNC:50747,Ly1 antibody reactive pseudogene 1,,,LYARP1
BMGC_GN04150,BMG_GN005152,100420972,ENSG00000214843.3,17284292,17284895,2,processed_pseudogene,ENSG00000214843,HGNC:39046,zinc finger FYVE-type containing 9 pseudogene 2,,,ZFYVE9P2
BMGC_GN04151,BMG_GN005153,100420975,ENSG00000271070.1,108367116,108367938,2,processed_pseudogene,ENSG00000271070,HGNC:42863,GMCL1 pseudogene 2,,,GMCL1P2
BMGC_GN04152,BMG_GN005154,100420981,ENSG00000257511.1,32726383,32727387,12,processed_pseudogene,ENSG00000257511,,nucleosome assembly protein 1 like 1 pseudogene,,,LOC100420981
BMGC_GN04153,BMG_GN005155,100420983,ENSG00000256480.1,7237432,7240986,12,processed_pseudogene,ENSG00000256480,,acyl-CoA synthetase medium chain family member 6 pseudogene,,,LOC100420983
BMGC_GN04154,BMG_GN005156,100420990,ENSG00000276098.1,29516005,29516504,5,processed_pseudogene,ENSG00000276098,,aurora kinase A interacting protein 1 pseudogene,,,LOC100420990
BMGC_GN04155,BMG_GN005157,100421002,ENSG00000271053.1,116858093,116858973,4,processed_pseudogene,ENSG00000271053,HGNC:44035,hepatitis A virus cellular receptor 1 pseudogene 2,,,HAVCR1P2
BMGC_GN04156,BMG_GN005158,100421008,ENSG00000233867.2,38640971,38689068,10,transcribed_unprocessed_pseudogene,ENSG00000233867,HGNC:43582,solute carrier family 9 member B1 pseudogene 3,,,SLC9B1P3
BMGC_GN04157,BMG_GN005159,100421009,ENSG00000226168.1,50695592,50695981,10,processed_pseudogene,ENSG00000226168,,POM121 transmembrane nucleoporin pseudogene,,,LOC100421009
BMGC_GN04158,BMG_GN005160,100421018,ENSG00000219249.2,158725747,158726803,6,processed_pseudogene,ENSG00000219249,HGNC:38072,AMZ2 pseudogene 2,,,AMZ2P2
BMGC_GN04159,BMG_GN005161,100421023,ENSG00000254491.1,13583889,13584533,8,processed_pseudogene,ENSG00000254491,,nuclear transcription factor Y subunit gamma pseudogene,,,LOC100421023
BMGC_GN04160,BMG_GN005162,100421028,ENSG00000264050.1,29197071,29197785,17,processed_pseudogene,ENSG00000264050,,gap junction protein alpha 4 pseudogene,,,LOC100421028
BMGC_GN04161,BMG_GN005163,100421029,ENSG00000260675.1,17094351,17094927,16,unprocessed_pseudogene,ENSG00000260675,HGNC:55057,TCERG1 pseudogene 2,,,TCERG1P2
BMGC_GN04162,BMG_GN005164,100421039,ENSG00000228450.2,131492279,131492886,X,processed_pseudogene,ENSG00000228450,HGNC:55131,NLRP7 pseudogene 1,,,NLRP7P1
BMGC_GN04163,BMG_GN005165,100421045,ENSG00000234332.1,100393033,100394026,1,processed_pseudogene,ENSG00000234332,HGNC:39595,BCAS2 pseudogene 2,,,BCAS2P2
BMGC_GN04164,BMG_GN005166,100421046,ENSG00000234257.1,103100143,103100704,1,processed_pseudogene,ENSG00000234257,HGNC:45268,superoxide dismutase 2 pseudogene 1,,,SOD2P1
BMGC_GN04165,BMG_GN005167,100421047,ENSG00000223575.2,119084998,119085954,1,processed_pseudogene,ENSG00000223575,HGNC:39925,RBMX2 pseudogene 3,,,RBMX2P3
BMGC_GN04166,BMG_GN005169,100421055,ENSG00000258917.1,77696591,77697377,14,processed_pseudogene,ENSG00000258917,HGNC:44540,zinc finger MYND-type containing 19 pseudogene 1,,,ZMYND19P1
BMGC_GN04167,BMG_GN005170,100421057,ENSG00000226878.2,159056005,159056859,2,processed_pseudogene,ENSG00000226878,HGNC:38006,glutathione S-transferase mu 3 pseudogene 2,,,GSTM3P2
BMGC_GN04168,BMG_GN005171,100421058,ENSG00000228810.1,17589161,17591318,9,processed_pseudogene,ENSG00000228810,HGNC:37993,poly(A) binding protein cytoplasmic 1 pseudogene 11,,,PABPC1P11
BMGC_GN04169,BMG_GN005172,100421071,ENSG00000249744.1,29848684,29849218,5,processed_pseudogene,ENSG00000249744,HGNC:56595,ZCCHC10 pseudogene 2,,,ZCCHC10P2
BMGC_GN04170,BMG_GN005173,100421072,ENSG00000251552.1,83279921,83280644,5,processed_pseudogene,ENSG00000251552,HGNC:44913,coenzyme Q10B pseudogene 2,,,COQ10BP2
BMGC_GN04171,BMG_GN005174,100421074,ENSG00000248106.2,140764110,140764821,5,processed_pseudogene,ENSG00000248106,,ZFP14 zinc finger protein pseudogene,,,LOC100421074
BMGC_GN04172,BMG_GN005175,100421075,ENSG00000237997.1,19986575,19987852,Y,processed_pseudogene,ENSG00000237997,HGNC:38419,regulator of chromosome condensation 2 pseudogene 2,,,RCC2P2
BMGC_GN04173,BMG_GN005176,100421087,ENSG00000259507.1,98466840,98467412,15,processed_pseudogene,ENSG00000259507,,zinc finger CCHC-type containing 9 pseudogene,,,LOC100421087
BMGC_GN04174,BMG_GN005177,100421090,ENSG00000249558.1,126766434,126767475,3,processed_pseudogene,ENSG00000249558,HGNC:42380,regulator of chromosome condensation 2 pseudogene 4,,,RCC2P4
BMGC_GN04175,BMG_GN005178,100421092,ENSG00000219314.1,17381367,17382120,6,processed_pseudogene,ENSG00000219314,HGNC:56902,ESD pseudogene 1,,,ESDP1
BMGC_GN04176,BMG_GN005179,100421093,ENSG00000217060.1,85286076,85290849,6,unprocessed_pseudogene,ENSG00000217060,,karyopherin subunit alpha 3 pseudogene,,,LOC100421093
BMGC_GN04177,BMG_GN005180,100421094,ENSG00000254423.1,12374366,12375546,8,processed_pseudogene,ENSG00000254423,,ubiquitin specific peptidase 17 like family member 2 pseudogene,,,LOC100421094
BMGC_GN04178,BMG_GN005181,100421096,ENSG00000250290.1,120635558,120638204,8,processed_pseudogene,ENSG00000250290,HGNC:51904,non-SMC condensin I complex subunit G pseudogene 1,,,NCAPGP1
BMGC_GN04179,BMG_GN005182,100421097,ENSG00000250794.2,12421032,12425000,8,transcribed_unprocessed_pseudogene,ENSG00000250794,HGNC:44381,"ALG1 like 12, pseudogene",,,ALG1L12P
BMGC_GN04180,BMG_GN005183,100421100,ENSG00000265713.1,29775747,29776701,17,transcribed_processed_pseudogene,ENSG00000265713,,RNA terminal phosphate cyclase like 1 pseudogene,,,LOC100421100
BMGC_GN04181,BMG_GN005184,100421108,ENSG00000237351.1,47156638,47158199,X,processed_pseudogene,ENSG00000237351,HGNC:54951,ITPK1 pseudogene 1,,,ITPK1P1
BMGC_GN04182,BMG_GN005185,100421109,ENSG00000213754.2,64305047,64306733,X,processed_pseudogene,ENSG00000213754,HGNC:54976,KPNA4 pseudogene 1,,,KPNA4P1
BMGC_GN04183,BMG_GN005187,100421113,ENSG00000227684.3,16750233,16750964,1,transcribed_unprocessed_pseudogene,ENSG00000227684,HGNC:43864,CROCC pseudogene 4,,,CROCCP4
